che-ee-he-yk	0.290316	0.012215	0.278101	Latin-like	Unknown
che-he-lc-oe	0.267053	0.003192	0.263861	Latin-like	Herbal
ct-hc-ke	0.255268	0.012215	0.243053	Latin-like	Herbal
dc-dch-ee	0.236277	0.012215	0.224062	Latin-like	Herbal
ee-ke-oe-yk	0.25357	0.038618	0.214951	Latin-like	Herbal
ee-oe-yc-ych	0.25357	0.038618	0.214951	Latin-like	Unknown
lc-yt	0.225469	0.012215	0.213255	Latin-like	Herbal
ee-ke-ls-yk	0.237049	0.038618	0.198431	Latin-like	Herbal
lc-ls-olc	0.237049	0.038618	0.198431	Latin-like	Herbal
ls-otc-tc-tch	0.196495	0.003192	0.193302	Latin-like	Herbal
ke-ok-oke-yt	0.192961	0.021675	0.171286	Latin-like	Herbal
che-dc-dch-he-tc-tch	0.152646	2.3e-05	0.152623	Latin-like	Unknown
chc-ct-hc-hct-yc-ych	0.160675	0.012215	0.14846	Latin-like	Biological
ls-tc-tch	0.188298	0.041603	0.146696	Latin-like	Herbal
ct-ls	0.183705	0.050986	0.13272	Latin-like	Unknown
ke-ls-yk	0.183705	0.050986	0.13272	Latin-like	Herbal
che-dc-dch-he-yt	0.135611	0.003192	0.132419	Latin-like	Astronomical
ct-oe	0.135611	0.003192	0.132419	Latin-like	Unknown
yk-yt	0.142868	0.012215	0.130653	Latin-like	Recipes
oe-yt	0.139471	0.012215	0.127256	Latin-like	Pharmaceutical
ee-oe-ok-qoe	0.125421	0.000589	0.124832	Latin-like	Unknown
che-he-ok-tc-tch	0.161961	0.038618	0.123343	Latin-like	Unknown
pc-yk	0.156763	0.038618	0.118145	Latin-like	Unknown
otc-tc-tch-yt	0.119605	0.003192	0.116413	Latin-like	Herbal
chc-hc-op-opc-pc-qop	0.120214	0.00657	0.113644	Latin-like	Unknown
ke-ls-ok-oke	0.133979	0.021636	0.112343	Latin-like	Pharmaceutical
ee-lc-olc	0.109415	0.000589	0.108826	Latin-like	Unknown
ls-ok	0.193159	0.092509	0.10065	Latin-like	Unknown
ke-oe-ok-oke	0.119278	0.019158	0.10012	Latin-like	Pharmaceutical
oe-yk	0.162733	0.067448	0.095286	Latin-like	Recipes
ee-oe-op	0.150331	0.055071	0.09526	Latin-like	Unknown
che-he-ok-yt	0.091763	2.3e-05	0.09174	Latin-like	Astronomical
ct-ok-qok	0.090116	9.7e-05	0.090018	Latin-like	Herbal
ee-he-oe	0.104512	0.018652	0.08586	Latin-like	Recipes
he-ls	0.109927	0.024858	0.085069	Latin-like	Unknown
ke-op	0.106652	0.021675	0.084977	Latin-like	Pharmaceutical
chc-ee-hc-he	0.094044	0.009973	0.08407	Latin-like	Astronomical
che-he-ls	0.111903	0.028187	0.083715	Latin-like	Unknown
ee-he-ok	0.100551	0.017828	0.082723	Latin-like	Astronomical
che-ee-he-tc-tch-yt-ytc	0.103273	0.021675	0.081597	Latin-like	Unknown
dc-dch-op	0.089961	0.012215	0.077746	Latin-like	Unknown
oe-ok	0.15774	0.080942	0.076798	Latin-like	Recipes
ee-op-qop	0.093354	0.017828	0.075525	Latin-like	Unknown
ls-op	0.155304	0.080942	0.074362	Latin-like	Unknown
chc-hc-pc	0.085432	0.012215	0.073218	Latin-like	Unknown
che-ct-he-yc-ych	0.085432	0.012215	0.073218	Latin-like	Unknown
che-dc-dch-he-oe	0.085432	0.012215	0.073218	Latin-like	Unknown
che-ee-he-yt	0.085432	0.012215	0.073218	Latin-like	Astronomical
che-he-ke-lc-olc	0.085432	0.012215	0.073218	Latin-like	Astronomical
che-he-ke-oe	0.085432	0.012215	0.073218	Latin-like	Pharmaceutical
ct-hc-hct-he	0.085432	0.012215	0.073218	Latin-like	Biological
ct-he-yc	0.085432	0.012215	0.073218	Latin-like	Unknown
ee-pc	0.085432	0.012215	0.073218	Latin-like	Unknown
he-op-opc-pc	0.085432	0.012215	0.073218	Latin-like	Unknown
ke-oe-yk	0.085432	0.012215	0.073218	Latin-like	Pharmaceutical
ke-ok-oke-tc-tch	0.085432	0.012215	0.073218	Latin-like	Pharmaceutical
lc-op	0.085432	0.012215	0.073218	Latin-like	Unknown
lc-pc	0.085432	0.012215	0.073218	Latin-like	Unknown
ok-qok-yc-ych	0.085432	0.012215	0.073218	Latin-like	Unknown
ok-qok-yk	0.085432	0.012215	0.073218	Latin-like	Herbal
op-opc-pc-tc-yt-ytc	0.085432	0.012215	0.073218	Latin-like	Unknown
pc-tc-tch	0.085432	0.012215	0.073218	Latin-like	Unknown
tc-tch-yk-ykc	0.085432	0.012215	0.073218	Latin-like	Unknown
lc-oe	0.084506	0.012215	0.072291	Latin-like	Unknown
ok-yt	0.090246	0.022441	0.067805	Latin-like	Unknown
he-ke-ok-oke-qok	0.079068	0.011265	0.067803	Latin-like	Astronomical
ee-oe-ok	0.091323	0.0244	0.066923	Latin-like	Unknown
che-ee-he-yc-ych-yt	0.066976	0.001361	0.065614	Latin-like	Unknown
chc-che-ee-hc-he	0.102725	0.038618	0.064106	Latin-like	Astronomical
chc-ct-hc-hct-lc	0.102725	0.038618	0.064106	Latin-like	Biological
chc-ct-hc-hct-tc-tch	0.102725	0.038618	0.064106	Latin-like	Biological
chc-hc-yc-ych	0.102725	0.038618	0.064106	Latin-like	Unknown
ct-ee-oe	0.102725	0.038618	0.064106	Latin-like	Unknown
ct-ke	0.102725	0.038618	0.064106	Latin-like	Herbal
dc-dch-he	0.102725	0.038618	0.064106	Latin-like	Unknown
dc-dch-ke-ok-oke	0.102725	0.038618	0.064106	Latin-like	Pharmaceutical
dc-dch-ke-yk	0.102725	0.038618	0.064106	Latin-like	Pharmaceutical
ee-he-yk	0.102725	0.038618	0.064106	Latin-like	Recipes
ee-oe-ok-qok	0.102725	0.038618	0.064106	Latin-like	Unknown
ee-oe-op-qop	0.102725	0.038618	0.064106	Latin-like	Unknown
ee-oe-yt	0.102725	0.038618	0.064106	Latin-like	Unknown
hc-ls-lsh-shc	0.102725	0.038618	0.064106	Latin-like	Unknown
oe-pc-qoe	0.102725	0.038618	0.064106	Latin-like	Pharmaceutical
ok-tc-tch-yt-ytc	0.102725	0.038618	0.064106	Latin-like	Unknown
ls-lsh-tc-tch	0.066699	0.003192	0.063507	Latin-like	Herbal
ls-lsh-ok-qok	0.101284	0.038618	0.062665	Latin-like	Unknown
otc-tc	0.115832	0.055071	0.060761	Latin-like	Unknown
hc	0.077341	0.016591	0.06075	Latin-like	Unknown
chc-che-hc-he	0.082249	0.021675	0.060574	Latin-like	Astronomical
chc-dc-dch-hc-he	0.06217	0.003192	0.058978	Latin-like	Pharmaceutical
chc-ee-hc-tc-tch-yt-ytc	0.06217	0.003192	0.058978	Latin-like	Unknown
chc-hc-he-lc	0.06217	0.003192	0.058978	Latin-like	Astronomical
che-ct-dc-dch-he	0.06217	0.003192	0.058978	Latin-like	Unknown
che-ee-he-ke-ok-oke-pc	0.06217	0.003192	0.058978	Latin-like	Unknown
che-ee-he-ke-ok-oke-qok	0.06217	0.003192	0.058978	Latin-like	Astronomical
che-ee-he-ke-yk	0.06217	0.003192	0.058978	Latin-like	Pharmaceutical
che-ee-he-lc-ok-qok	0.06217	0.003192	0.058978	Latin-like	Unknown
che-hc-he-ok-shc	0.06217	0.003192	0.058978	Latin-like	Unknown
che-he-ls-lsh	0.06217	0.003192	0.058978	Latin-like	Unknown
ct-he-ke	0.06217	0.003192	0.058978	Latin-like	Unknown
ct-ok	0.06217	0.003192	0.058978	Latin-like	Unknown
dc-dch-ee-ke-ok-oke	0.06217	0.003192	0.058978	Latin-like	Astronomical
dc-dch-ee-oe	0.06217	0.003192	0.058978	Latin-like	Herbal
dc-dch-hc-shc	0.06217	0.003192	0.058978	Latin-like	Unknown
dc-dch-tc-tch	0.06217	0.003192	0.058978	Latin-like	Unknown
ee-he-ke-ls-lsh	0.06217	0.003192	0.058978	Latin-like	Pharmaceutical
ee-he-ke-yk	0.06217	0.003192	0.058978	Latin-like	Pharmaceutical
ee-yk	0.06217	0.003192	0.058978	Latin-like	Unknown
he-ke-ls-lsh-ok-oke	0.06217	0.003192	0.058978	Latin-like	Unknown
he-ls-lsh-op	0.06217	0.003192	0.058978	Latin-like	Unknown
he-op-yt	0.06217	0.003192	0.058978	Latin-like	Pharmaceutical
he-tc-tch-yt-ytc	0.06217	0.003192	0.058978	Latin-like	Unknown
ok-pc	0.06217	0.003192	0.058978	Latin-like	Unknown
ok-yc-ych	0.06217	0.003192	0.058978	Latin-like	Unknown
otc-tc-tch-yk-ykc	0.06217	0.003192	0.058978	Latin-like	Unknown
pc-yc-ych	0.06217	0.003192	0.058978	Latin-like	Unknown
op-yt	0.060472	0.003192	0.057279	Latin-like	Unknown
oe-tc-tch	0.076815	0.020753	0.056062	Latin-like	Unknown
ct-he-lc-olc	0.056509	0.000589	0.05592	Latin-like	Unknown
che-he-lc-ok-olc	0.064581	0.009234	0.055347	Latin-like	Unknown
ct-yc-ych	0.064581	0.009234	0.055347	Latin-like	Unknown
ee-ke-oe-ok-oke	0.064581	0.009234	0.055347	Latin-like	Astronomical
ee-ok	0.06027	0.006307	0.053963	Latin-like	Unknown
he-ke-yk	0.063753	0.010141	0.053612	Latin-like	Unknown
op-yc-ych	0.069916	0.017828	0.052088	Latin-like	Unknown
dc-dch-yk-ykc	0.057894	0.006043	0.051851	Latin-like	Pharmaceutical
ee-he-tc-tch	0.057894	0.006043	0.051851	Latin-like	Unknown
chc-hc-ke-ok-oke-qok	0.05198	0.000589	0.051391	Latin-like	Astronomical
chc-hc-oe	0.05198	0.000589	0.051391	Latin-like	Unknown
chc-hc-ok	0.05198	0.000589	0.051391	Latin-like	Unknown
che-ee-he-oe	0.05198	0.000589	0.051391	Latin-like	Pharmaceutical
che-ee-he-pc-tc-tch	0.05198	0.000589	0.051391	Latin-like	Unknown
che-he-oe-op-opc-pc-yt	0.05198	0.000589	0.051391	Latin-like	Unknown
ct-dc-ee-oe	0.05198	0.000589	0.051391	Latin-like	Unknown
ct-ee	0.05198	0.000589	0.051391	Latin-like	Unknown
ct-ee-ke-yc	0.05198	0.000589	0.051391	Latin-like	Unknown
ee-ke-ok-oke-yk-ykc	0.05198	0.000589	0.051391	Latin-like	Astronomical
ee-ke-pc	0.05198	0.000589	0.051391	Latin-like	Recipes
ee-oe-tc-tch	0.05198	0.000589	0.051391	Latin-like	Unknown
ee-otc-tc-tch	0.05198	0.000589	0.051391	Latin-like	Herbal
he-lc	0.05198	0.000589	0.051391	Latin-like	Pharmaceutical
he-ls-lsh-ok-qok	0.05198	0.000589	0.051391	Latin-like	Unknown
che-ct-ee-he	0.056098	0.005227	0.050871	Latin-like	Unknown
ee-ke-ok-oke-yt	0.056098	0.005227	0.050871	Latin-like	Herbal
ee-ke-oe-qoe	0.067318	0.017069	0.050249	Latin-like	Herbal
ok-otc-tc-tch	0.065658	0.016418	0.049241	Latin-like	Astronomical
che-he-lc-ok-qok	0.050605	0.001613	0.048992	Latin-like	Unknown
che-dc-dch-he-ok	0.077653	0.029193	0.04846	Latin-like	Unknown
chc-hc-lc	0.064677	0.0164	0.048278	Latin-like	Pharmaceutical
ct-lc-olc	0.064677	0.0164	0.048278	Latin-like	Unknown
he-ls-lsh-ok	0.081986	0.033968	0.048018	Latin-like	Unknown
ct-hc-hct-ls-lsh-shc	0.063158	0.016006	0.047151	Latin-like	Unknown
che-dc-dch-he-pc	0.04877	0.002504	0.046266	Latin-like	Unknown
ct-yc	0.113224	0.067448	0.045776	Latin-like	Unknown
che-he-lc-ok-olc-qok	0.046602	0.001544	0.045058	Latin-like	Unknown
che-ee-he-ke-oe	0.046996	0.002413	0.044583	Latin-like	Pharmaceutical
he-oe	0.067736	0.02413	0.043606	Latin-like	Pharmaceutical
ee-ke-ok-qok	0.044773	0.001483	0.04329	Latin-like	Astronomical
oe-pc	0.060935	0.01789	0.043045	Latin-like	Pharmaceutical
dc-dch-yk	0.108695	0.067448	0.041247	Latin-like	Pharmaceutical
ee-he-op	0.108695	0.067448	0.041247	Latin-like	Recipes
ke-op-yk	0.108695	0.067448	0.041247	Latin-like	Pharmaceutical
ok-op-qok	0.108695	0.067448	0.041247	Latin-like	Herbal
yc-ych-yk	0.108695	0.067448	0.041247	Latin-like	Unknown
yc-ych-yt	0.108695	0.067448	0.041247	Latin-like	Unknown
che-ee-he-ok-qok	0.046607	0.005524	0.041083	Latin-like	Unknown
ok-tc-tch	0.076111	0.035418	0.040693	Latin-like	Astronomical
ke-oe-qoe	0.062541	0.023171	0.03937	Latin-like	Recipes
chc-ct-hc-hct-lc-olc	0.043703	0.004907	0.038797	Latin-like	Biological
che-he-yk	0.051017	0.012729	0.038288	Latin-like	Unknown
che-he-ke-yk	0.048515	0.010389	0.038126	Latin-like	Astronomical
ee-he-ke-ok-oke	0.040322	0.003232	0.03709	Latin-like	Astronomical
che-he-ok-yc-ych	0.059308	0.022296	0.037012	Latin-like	Unknown
che-he-op	0.076698	0.040692	0.036006	Latin-like	Unknown
lc-ok-qok	0.036488	0.001515	0.034973	Latin-like	Herbal
he-tc-tch	0.06383	0.029534	0.034297	Latin-like	Unknown
he-op-qop	0.039199	0.005605	0.033595	Latin-like	Unknown
che-he-ke-ok-oke-qok	0.03448	0.001221	0.03326	Latin-like	Astronomical
chc-dc-dch-hc	0.061609	0.028375	0.033234	Latin-like	Unknown
ct-pc	0.04202	0.008809	0.033211	Latin-like	Pharmaceutical
che-ee-he-ke-lc-ok-oke	0.03268	9.7e-05	0.032583	Latin-like	Unknown
che-ee-he-ke-lc-ok-oke-olc-qok	0.03268	9.7e-05	0.032583	Latin-like	Unknown
che-he-lc-olc-op	0.03268	9.7e-05	0.032583	Latin-like	Unknown
ee-he-lc	0.03268	9.7e-05	0.032583	Latin-like	Recipes
ee-he-oe-pc	0.03268	9.7e-05	0.032583	Latin-like	Unknown
ee-pc-yt	0.03268	9.7e-05	0.032583	Latin-like	Unknown
ok-qok-yt	0.03268	9.7e-05	0.032583	Latin-like	Herbal
che-he-oe	0.043968	0.012292	0.031677	Latin-like	Herbal
dc-dch-ok	0.040446	0.008866	0.031581	Latin-like	Unknown
ee-ke-oe	0.040746	0.009428	0.031317	Latin-like	Herbal
he-yc	0.082165	0.050986	0.03118	Latin-like	Unknown
lc-ok	0.046068	0.014989	0.031079	Latin-like	Unknown
he-yt	0.041181	0.010806	0.030375	Latin-like	Pharmaceutical
che-he-lc-ok	0.032934	0.002664	0.03027	Latin-like	Herbal
che-hc-he-shc	0.048153	0.018686	0.029466	Latin-like	Astronomical
he-pc	0.036892	0.007963	0.028929	Latin-like	Unknown
ct-hc	0.06278	0.034029	0.028751	Latin-like	Herbal
ee-ls	0.055376	0.027948	0.027427	Latin-like	Unknown
lc-ok-olc	0.037492	0.010872	0.02662	Latin-like	Unknown
he-op	0.038001	0.011823	0.026177	Latin-like	Unknown
yc	0.061787	0.035882	0.025905	Latin-like	Unknown
ls-lsh-ok	0.034936	0.009986	0.02495	Latin-like	Unknown
ct-otc-tc-tch	0.022851	2.3e-05	0.022828	Latin-like	Herbal
ct-dc	0.050602	0.028076	0.022526	Latin-like	Unknown
che-he-yt	0.032617	0.01135	0.021268	Latin-like	Astronomical
che-he-otc-tc-tch-yt-ytc	0.021255	0.0	0.021255	Latin-like	Unknown
he-lc-olc-yc	0.021255	0.0	0.021255	Latin-like	Unknown
dc	0.037951	0.018714	0.019237	Latin-like	Unknown
che-ee-he-op-opc-pc-qop	0.020739	0.002235	0.018503	Latin-like	Unknown
che-he-otc-pc-tc-tch	0.018322	2.3e-05	0.018299	Latin-like	Unknown
ee-ke-oe-qoe-yk	0.018322	2.3e-05	0.018299	Latin-like	Herbal
lc-ok-olc-qok	0.018322	2.3e-05	0.018299	Latin-like	Unknown
ct-hc-hct-he-shc	0.027937	0.009711	0.018227	Latin-like	Unknown
che-ee-he-tc-tch	0.030243	0.012023	0.01822	Latin-like	Unknown
he-ke-ok-oke	0.022942	0.005061	0.017881	Latin-like	Pharmaceutical
che-ee-he-op	0.016726	0.0	0.016726	Latin-like	Unknown
che-ee-he-ke-ok-oke	0.016802	0.00151	0.015292	Latin-like	Astronomical
che-ee-he-otc-tc-tch	0.01711	0.002656	0.014454	Latin-like	Unknown
he-yk	0.027959	0.014496	0.013462	Latin-like	Astronomical
che-ee-he-ok	0.016591	0.004205	0.012386	Latin-like	Pharmaceutical
che-ee-he-op-opc-pc	0.014966	0.003104	0.011862	Latin-like	Unknown
ke-oe	0.023587	0.011977	0.01161	Latin-like	Recipes
chc-ct-hc-hct-he	0.014996	0.003734	0.011261	Latin-like	Biological
che-ee-he-pc	0.013833	0.003472	0.010361	Latin-like	Unknown
ee-he-ke	0.013348	0.003383	0.009964	Latin-like	Pharmaceutical
che-he-ke-ok-oke	0.011689	0.001986	0.009703	Latin-like	Pharmaceutical
hc-he-shc	0.013721	0.004148	0.009573	Latin-like	Unknown
he-ok-qok	0.011753	0.002329	0.009424	Latin-like	Herbal
che-ee-he-lc-olc	0.011163	0.00191	0.009253	Latin-like	Unknown
he-ke	0.013377	0.004921	0.008457	Latin-like	Pharmaceutical
che-dc-dch-ee-he	0.012487	0.004342	0.008146	Latin-like	Herbal
ct-ee-he	0.014472	0.006432	0.00804	Latin-like	Recipes
che-ee-he-ke	0.008942	0.002368	0.006574	Latin-like	Pharmaceutical
che-he-yk-ykc	0.009857	0.003374	0.006483	Latin-like	Unknown
he-ok	0.009668	0.003952	0.005715	Latin-like	Unknown
oe-qoe	0.011465	0.0059	0.005565	Latin-like	Unknown
che-ee-he-lc	0.010027	0.004516	0.005511	Latin-like	Herbal
che-he-tc-tch-yt-ytc	0.009441	0.003966	0.005475	Latin-like	Unknown
ee-he-ls-lsh	0.007494	0.002303	0.005191	Latin-like	Unknown
che-he-ke	0.007215	0.002257	0.004958	Latin-like	Astronomical
op-opc-pc-qop	0.005537	0.001954	0.003583	Latin-like	Unknown
che-ct-he	0.004861	0.001305	0.003556	Latin-like	Unknown
che-ee-he-yc-ych	0.006216	0.002664	0.003553	Latin-like	Unknown
chc-hc-he	0.004346	0.001316	0.00303	Latin-like	Pharmaceutical
ct-hc-hct-shc	0.007172	0.004147	0.003025	Latin-like	Biological
che-he-op-opc-pc-qop	0.003605	0.000591	0.003015	Latin-like	Unknown
oe	0.006188	0.003187	0.003001	Latin-like	Unknown
lc-olc	0.004913	0.001957	0.002955	Latin-like	Herbal
op-qop	0.007629	0.0052	0.002429	Latin-like	Unknown
yc-ych	0.006524	0.004135	0.002389	Latin-like	Unknown
che-he-ok-qok	0.00306	0.000756	0.002304	Latin-like	Pharmaceutical
tc-tch-yt-ytc	0.004696	0.002682	0.002015	Latin-like	Unknown
che-he-yc-ych	0.004287	0.002332	0.001955	Latin-like	Unknown
ls-lsh	0.004162	0.002228	0.001934	Latin-like	Unknown
ls	0.004493	0.002582	0.001911	Latin-like	Unknown
ee-oe-qoe	0.004028	0.002162	0.001867	Latin-like	Unknown
che-he-ok	0.002645	0.000896	0.001749	Latin-like	Pharmaceutical
yk-ykc	0.004338	0.002647	0.001692	Latin-like	Astronomical
ee-oe	0.003261	0.001666	0.001595	Latin-like	Unknown
op-opc-pc	0.003185	0.001601	0.001584	Latin-like	Unknown
che-dc-dch-he	0.003532	0.001968	0.001565	Latin-like	Unknown
hc-shc	0.003182	0.00184	0.001342	Latin-like	Unknown
che-he-op-opc-pc	0.001953	0.000719	0.001234	Latin-like	Unknown
che-he-tc-tch	0.00254	0.001306	0.001234	Latin-like	Unknown
che-he-otc-tc-tch	0.001685	0.000528	0.001157	Latin-like	Unknown
ee-yt	0.003376	0.002254	0.001121	Latin-like	Astronomical
chc-ct-hc-hct	0.0023	0.001189	0.001111	Latin-like	Biological
che-he-lc-olc	0.001578	0.000524	0.001054	Latin-like	Herbal
op	0.002449	0.001417	0.001032	Latin-like	Unknown
pc	0.00189	0.000911	0.000979	Latin-like	Unknown
che-he-pc	0.001573	0.000622	0.000951	Latin-like	Unknown
ke-yk	0.003256	0.002312	0.000944	Latin-like	Pharmaceutical
lc	0.002854	0.002022	0.000832	Latin-like	Unknown
ct-he	0.001846	0.001018	0.000828	Latin-like	Unknown
he-ls-lsh	0.001697	0.000914	0.000784	Latin-like	Unknown
tc-tch	0.002568	0.001802	0.000766	Latin-like	Unknown
dc-dch	0.002471	0.001761	0.00071	Latin-like	Herbal
ee-ke-yk	0.001682	0.001025	0.000657	Latin-like	Herbal
chc-hc	0.001198	0.000608	0.00059	Latin-like	Pharmaceutical
che-he-lc	0.001257	0.000725	0.000532	Latin-like	Herbal
otc-tc-tch	0.000903	0.000452	0.000452	Latin-like	Herbal
yk	0.001646	0.001203	0.000443	Latin-like	Unknown
yt	0.001197	0.000875	0.000322	Latin-like	Unknown
che-ee-he	0.000704	0.00043	0.000274	Latin-like	Recipes
ee-he	0.00065	0.000404	0.000246	Latin-like	Recipes
ee-ke-ok-oke	0.000619	0.000378	0.000241	Latin-like	Astronomical
ct	0.000838	0.000637	0.000201	Latin-like	Unknown
ee-ke-ok-oke-qok	0.00035	0.000153	0.000197	Latin-like	Astronomical
ee-ke	0.000528	0.000333	0.000195	Latin-like	Recipes
ke-ok-oke-qok	0.00048	0.000291	0.000188	Latin-like	Astronomical
ke-ok-oke	0.000657	0.000488	0.000169	Latin-like	Pharmaceutical
ke	0.000929	0.000761	0.000168	Latin-like	Unknown
ee	0.000368	0.000221	0.000147	Latin-like	Unknown
ok-qok	0.00024	0.000137	0.000103	Latin-like	Herbal
ok	0.000265	0.000189	7.5e-05	Latin-like	Unknown
he	0.000172	0.000134	3.8e-05	Latin-like	Unknown
che-he	0.00015	0.000113	3.8e-05	Latin-like	Astronomical
ct-tc-tch	0.121201	0.122377	-0.001177	Arabic-like	Unknown
ke-ok	0.121201	0.122377	-0.001177	Arabic-like	Recipes
tc	0.121201	0.122377	-0.001177	Arabic-like	Unknown
